"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Edgar Santana","- - -","129","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","17355"
"A.J. Minter","ATL","275","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","18655"
"Kevin Jepsen","- - -","154","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","-0.1","0.0","6475"
"T.J. Zeuch","- - -","16","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19269"
"Elvis Luciano","TOR","25","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","20632"
"Troy Scribner","- - -","11","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15570"
"Yoshihisa Hirano","- - -","150","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19756"
"Chris Smith","OAK","27","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4544"
"Tony Sipp","- - -","256","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8280"
"Chris Devenski","- - -","246","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12763"
"James Hoyt","- - -","107","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","14605"
"Jimmy Cordero","- - -","83","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15690"
"Zach Plesac","CLE","79","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19979"
"David Hernandez","- - -","278","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4259"
"Cody Allen","- - -","301","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12183"
"Jeurys Familia","- - -","454","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","5114"
"Adam Wilk","- - -","5","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8421"
"Chasen Bradford","- - -","86","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12452"
"Junichi Tazawa","- - -","200","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4079"
"Tyler Kinley","- - -","184","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","18297"
"Jose Quijada","- - -","108","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19200"
"Beau Taylor","- - -","25","60","2","4","4","0","11.7%","30.0%",".137",".129",".118",".237",".255",".226","","37","0.2","-4.6","2.1","0.0","12384"
"Ryan Tepera","- - -","361","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10291"
"Gerardo Reyes","- - -","29","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","16306"
"Brett Cecil","- - -","230","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","2660"
"Trevor Gott","- - -","191","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15046"
"Ryan Hendrix","CIN","45","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19535"
"Will Harris","- - -","337","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","3192"
"Kevin Quackenbush","- - -","148","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12360"
"Kyle Lloyd","SDP","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15378"
"Dillon Overton","- - -","17","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15627"
"Cory Rasmus","LAA","35","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","2413"
"Ronald Belisario","TBR","6","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","2203"
"Tyler Clippard","- - -","387","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","5640"
"Alex Torres","NYM","39","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","7038"
"Erik Goeddel","- - -","135","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","11712"
"Eric Surkamp","- - -","10","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","2540"
"David Huff","- - -","5","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","4257"
"Johnny Barbato","- - -","44","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","11440"
"Angel Sanchez","PIT","8","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","11776"
"Marcus Walden","BOS","93","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8004"
"Matt Barnes","BOS","424","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12863"
"Pat Venditte","- - -","61","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","7108"
"Ryan Madson","- - -","249","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","1852"
"Erik Cordier","MIA","8","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4086"
"Jen-Ho Tseng","CHC","3","1","0","0","1","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15524"
"Mitchell Harris","STL","26","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4530"
"Ricardo Pinto","- - -","28","1","0","1","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","16318"
"Radhames Liz","PIT","14","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","5843"
"Deolis Guerra","- - -","136","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8410"
"Bryan Morris","- - -","111","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10234"
"Gavin Floyd","- - -","35","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","3886"
"Burch Smith","- - -","92","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12784"
"Devin Williams","MIL","158","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15816"
"Blake Parker","- - -","276","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","5224"
"Scott Copeland","- - -","6","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10706"
"Tanner Rainey","- - -","147","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","17610"
"Josh Fields","- - -","193","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","5070"
"Grant Dayton","- - -","99","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","11203"
"David Aardsma","ATL","33","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","1902"
"Cody Martin","- - -","35","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12182"
"Andrew McKirahan","ATL","27","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12870"
"Blaine Hardy","- - -","196","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","6499"
"Jeremy Walker","ATL","6","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19981"
"Jeanmar Gomez","- - -","195","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","9033"
"Elvis Araujo","PHI","72","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12854"
"Drew Storen","- - -","173","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","6983"
"Barrett Astin","CIN","6","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","14812"
"Austin Adams","- - -","62","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","7411"
"Pedro Payano","TEX","6","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","18313"
"Vin Mazzaro","- - -","12","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","5231"
"Mike Broadway","SFG","25","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","9894"
"James Russell","- - -","56","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4089"
"Sam LeCure","CIN","19","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4664"
"Collin Balester","CIN","15","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","6883"
"Donovan Hand","CIN","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8728"
"Burke Badenhop","CIN","68","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","9736"
"Aroldis Chapman","- - -","408","1","0","1","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10233"
"Fernando Abad","- - -","204","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","4994"
"Ryan O'Rourke","- - -","56","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10976"
"Dean Kiekhefer","- - -","30","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10529"
"Rob Wooten","MIL","4","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","8532"
"Dylan Bundy","- - -","189","14","0","1","0","0","0.0%","64.3%",".000",".400",".143",".143",".143",".126","","-25","0.0","-2.3","1.7","0.0","12917"
"Ryan Castellani","- - -","14","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","16377"
"Ryan Feltner","COL","22","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","21446"
"Joel Kuhnel","CIN","67","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","19995"
"Tom Wilhelmsen","- - -","130","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","9975"
"Luis Garcia","- - -","387","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","6984"
"Frank Herrmann","PHI","14","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","7960"
"Colton Murray","PHI","32","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","12264"
"Jim Johnson","- - -","260","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","3656"
"Jose Berrios","- - -","180","19","0","1","0","0","5.3%","52.6%",".000",".286",".118",".167",".118",".136","","-24","0.0","-3.1","2.3","0.0","14168"
"Blaine Boyer","- - -","182","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","2237"
"Jumbo Diaz","- - -","137","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","3397"
"A.J. Morris","CIN","7","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","9919"
"Shawn Tolleson","TEX","110","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","10481"
"Henry Urrutia","BAL","10","36","1","3","6","0","5.6%","8.3%",".118",".267",".265",".306",".382",".302","","88","-0.5","-1.0","-0.3","0.0","14441"
"Matt Shoemaker","- - -","100","6","0","0","0","0","16.7%","33.3%",".000",".000",".000",".167",".000",".114","","-26","0.0","-1.0","0.7","0.0","4776"
"Matt Buschmann","ARI","3","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","3832"
"Silvino Bracho","- - -","95","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","15051"
"Simon Muzziotti","PHI","9","9","0","0","0","0","0.0%","22.2%",".000",".200",".143",".250",".143",".201","","23","-0.1","-0.9","0.5","0.0","19553"
"Corey Ray","MIL","1","3","0","1","0","0","33.3%","33.3%",".000",".000",".000",".333",".000",".231","","41","0.0","-0.2","0.0","0.0","19170"
"Scott Oberg","COL","259","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","13911"
"Sam Howard","- - -","103","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","16265"
"Rico Garcia","- - -","20","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","20023"
"LaTroy Hawkins","- - -","42","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.3","0.1","0.0","729"
"Robbie Erlin","- - -","94","43","0","1","0","0","2.3%","34.9%",".000",".217",".132",".154",".132",".130","","-18","0.0","-6.5","5.0","0.0","10354"
"Tim Lopes","- - -","94","290","3","28","27","11","7.6%","23.1%",".106",".318",".246",".310",".352",".291","","85","1.2","-4.2","-6.5","0.0","14137"
"Jose Urquidy","HOU","63","8","0","0","0","0","0.0%","75.0%",".000",".500",".125",".125",".125",".110","","-32","0.0","-1.4","1.0","0.0","18413"
"Shane Bieber","CLE","113","16","0","0","0","0","6.3%","50.0%",".067",".143",".067",".125",".133",".121","","-24","0.0","-2.7","1.9","0.0","19427"
"Ryan Lavarnway","- - -","68","185","4","13","16","0","8.1%","26.5%",".149",".322",".244",".310",".393",".304","","89","-3.2","-5.4","-0.4","0.0","8879"
"Renato Nunez","- - -","307","1162","56","137","154","1","7.1%","25.5%",".208",".285",".245",".308",".452",".322","","100","-4.6","-4.7","-34.5","0.0","14503"
"David Peterson","NYM","54","20","0","2","0","0","0.0%","50.0%",".063",".167",".063",".118",".125",".116","","-28","0.0","-3.3","2.4","0.0","20302"
"Anthony Alford","- - -","102","240","8","25","20","11","6.7%","37.9%",".159",".314",".209",".275",".368",".278","","71","1.4","-7.2","-1.1","0.0","14329"
"Quintin Berry","- - -","15","4","0","1","0","4","0.0%","75.0%",".000",".000",".000",".000",".000",".000","","-100","0.6","-0.5","0.2","0.0","9414"
"Jose De Leon","- - -","22","9","0","0","1","0","0.0%","33.3%",".000",".200",".125",".125",".125",".110","","-29","0.0","-1.5","1.0","0.0","15463"
"Ross Detwiler","- - -","175","8","0","0","0","0","0.0%","62.5%",".000",".500",".143",".143",".143",".126","","-31","0.0","-1.4","0.9","0.0","2859"
"Darren McCaughan","SEA","2","2","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","20038"
"Ervin Santana","- - -","126","16","0","3","5","0","0.0%","37.5%",".067",".222",".133",".133",".200",".141","","-23","0.0","-2.6","1.8","0.0","3200"
"Severino Gonzalez","PHI","34","13","0","2","1","0","7.7%","30.8%",".000",".143",".091",".167",".091",".131","","-26","0.0","-2.0","1.4","0.0","14697"
"Joe Ryan","MIN","32","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","21390"
"Tyler Alexander","DET","95","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","17735"
"Anderson Tejeda","TEX","28","94","3","8","8","5","3.2%","42.6%",".165",".354",".220",".245",".385",".267","","66","0.1","-3.8","0.2","0.0","19909"
"Diego Castillo","- - -","250","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","17496"
"Chris Beck","- - -","103","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","13418"
"Kohei Arihara","TEX","15","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","27505"
"Eli Morgan","CLE","68","2","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","20203"
"Seth Elledge","STL","23","2","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","19766"
"Brett Graves","MIA","21","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","16218"
"Tim Peterson","NYM","28","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.2","0.0","13946"
